sentence,label,is_annotated,response,hypothesis
Brokeback mountain was beautiful...,,0,,
", she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes..",,0,,
"I wish I could write a paper entitled "" Why Harry Potter is Awesome.",,0,,
the people who are worth it know how much i love the da vinci code.,,0,,
"Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies.",,0,,
My dad's being stupid about brokeback mountain...,,0,,
"Just for the record, Brokeback Mountain was a terrible movie.",,0,,
Love luv lubb the Da Vinci Code!,,0,,
Ok brokeback mountain is such a horrible movie.,,0,,
", she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes..",,0,,
I love Brokeback Mountain.,,0,,
+ love undercover 3 + The Da Vinci Code....,,0,,
"the story of Harry Potter is a deep and profound one, and I love Harry Potter.",,0,,
"Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen..",,0,,
The Da Vinci Code is awesome!!,,0,,
Harry Potter is AWESOME I don't care if anyone says differently!..,,0,,
the people who are worth it know how much i love the da vinci code.,,0,,
"If you don't know that I love reading Harry Potter, you probably have never read my other posts before.",,0,,
Sometimes all I said was'Harry Potter sucks!,,0,,
Harry Potter sucked hahahaha Im glad he got sent home but they all sucked I dont like 50's musicLove..,,0,,
The Da Vinci Code was absolutely AWESOME!,,0,,
friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!,,0,,
i heard da vinci code sucked soo much only 2.5 stars:,,0,,
"Always knows what I want, not guy crazy, hates Harry Potter..",,0,,
"Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies.",,0,,
Da Vinci Code sucks be...,,0,,
"Oh, and Brokeback Mountain is a TERRIBLE movie...",,0,,
"the story of Harry Potter is a deep and profound one, and I love Harry Potter.",,0,,
I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:,,0,,
"i LOVE back to the future, and i love brokeback mountain.",,0,,
I hate Harry Potter.,,0,,
I LOVE BROKEBACK MOUNTAIN..,,0,,
friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!,,0,,
So Brokeback Mountain was really depressing.,,0,,
"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start.",,0,,
i love being a sentry for mission impossible and a station for bonkers.,,0,,
"the story of Harry Potter is a deep and profound one, and I love Harry Potter.",,0,,
i love being a sentry for mission impossible and a station for bonkers.,,0,,
"I absolutely LOVE Harry Potter, as you can tell already.",,0,,
"the story of Harry Potter is a deep and profound one, and I love Harry Potter.",,0,,
This quiz sucks and Harry Potter sucks ok bye..,,0,,
Brokeback Mountain was an AWESOME movie.,,0,,
Brokeback Mountain is fucking horrible..,,0,,
The Da Vinci Code is awesome!!,,0,,
"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun.",,0,,
Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.,,0,,
Love luv lubb the Da Vinci Code!,,0,,
friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!,,0,,
"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start.",,0,,
"Oh, and Brokeback Mountain is a TERRIBLE movie...",,0,,
Brokeback Mountain was boring.,,0,,
"Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen..",,0,,
"I, too, like Harry Potter..",,0,,
The Da Vinci Code is awesome!!,,0,,
"Harry Potter sucks compared to the invisible man, it's a good book.",,0,,
I miss Harry Potter and Japenese food..,,0,,
This quiz sucks and Harry Potter sucks ok bye..,,0,,
"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start.",,0,,
"I liked the first "" Mission Impossible.",,0,,
"Da Vinci Code sucked, as expected.",,0,,
i love being a sentry for mission impossible and a station for bonkers.,,0,,
man i loved brokeback mountain!,,0,,
"I absolutely LOVE Harry Potter, as you can tell already.",,0,,
Harry Potter and why it rocks.,,0,,
I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with.,,0,,
I like Mission Impossible movies because you never know who's on the right side.,,0,,
"I like their Harry Potter and pop culture stuff, but I'm not very picky!.",,0,,
man i loved brokeback mountain!,,0,,
"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start.",,0,,
"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start.",,0,,
"Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies.",,0,,
"Oh, and Brokeback Mountain was a terrible movie.",,0,,
"Harry Potter dragged Draco Malfoy ’ s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock...",,0,,
"the story of Harry Potter is a deep and profound one, and I love Harry Potter.",,0,,
"I'll be working Harry Potter weekend, which is going to suck at Suncoast, lol....",,0,,
I love Harry Potter..,,0,,
man i loved brokeback mountain!,,0,,
i love kirsten / leah / kate escapades and mission impossible tom as well...,,0,,
the people who are worth it know how much i love the da vinci code.,,0,,
I love Harry Potter.,,0,,
I HATED < / b > BROKEBACK MOUNTAIN < / b >!,,0,,
friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!,,0,,
man i loved brokeback mountain!,,0,,
friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!,,0,,
"the story of Harry Potter is a deep and profound one, and I love Harry Potter.",,0,,
I love the Da Vinci Code.,,0,,
"by the way, the Da Vinci Code sucked, just letting you know...",,0,,
3 Though I heard Da Vinci Code sucked.,,0,,
"I hate Harry Potter, that daniel wotshisface needs a fucking slap...",,0,,
"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun.",,0,,
"Anyway, thats why I love "" Brokeback Mountain.",,0,,
the people who are worth it know how much i love the da vinci code.,,0,,
friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!,,0,,
The Da Vinci Code sucked big time.,,0,,
"Harry Potter sucks, it's just that simple.",,0,,
Harry Potter is AWESOME I don't care if anyone says differently!..,,0,,
"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah...",,0,,
The Da Vinci Code sucked big time.,,0,,
"the story of Harry Potter is a deep and profound one, and I love Harry Potter.",,0,,
"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '..",,0,,
Mission Impossible 3 was excellent.,,0,,
"by the way, the Da Vinci Code sucked, just letting you know...",,0,,
I totally loved Mission Impossible 3.,,0,,
I love Harry Potter..,,0,,
Da Vinci Code sucked..,,0,,
"Is it just me, or does Harry Potter suck?...",,0,,
I love Brokeback Mountain....,,0,,
Mission Impossible 3 was excellent.,,0,,
"Always knows what I want, not guy crazy, hates Harry Potter..",,0,,
I love Harry Potter.,,0,,
"I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy...",,0,,
My dad's being stupid about brokeback mountain...,,0,,
Da Vinci Code sucked..,,0,,
I love Harry Potter.,,0,,
Love luv lubb the Da Vinci Code!,,0,,
da vinci code is awesome..,,0,,
Brokeback Mountain is beautiful(,,0,,
"So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.",,0,,
"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start.",,0,,
These Harry Potter movies really suck.,,0,,
After the god-awful “ Mission Impossible 2 ” from John Woo laid a major egg.,,0,,
da vinci code = sucks major ass...,,0,,
"Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies.",,0,,
"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah...",,0,,
"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah...",,0,,
The Da Vinci Code is awesome..,,0,,
"As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain.",,0,,
Harry Potter is AWESOME I don't care if anyone says differently!..,,0,,
These Harry Potter movies really suck.,,0,,
"Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks.",,0,,
I want to do something unexpected I am not going to do something like Brokeback Mountain or Rent or Crash or anything like that because those movies are basically about diversity.,,0,,
"Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen..",,0,,
ya da vinci code really sucked....,,0,,
I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with.,,0,,
da vinci code sucks...,,0,,
The Da Vinci Code was absolutely AWESOME!,,0,,
", she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes..",,0,,
da vinci code was an awesome movie...,,0,,
"Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies.",,0,,
"Is it just me, or does Harry Potter suck?...",,0,,
I HATE BROKEBACK MOUNTAIN!!!!!,,0,,
Harry Potter is a story of good conquering evil and the friendships that are formed along the way...,,0,,
"I hate Harry Potter, that daniel wotshisface needs a fucking slap...",,0,,
So Brokeback Mountain was really depressing.,,0,,
"So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.",,0,,
"I still love MISSION IMPOSSIBLE even if it did make me fall and get 10.9 in "" gym class ""(",,0,,
man i loved brokeback mountain!,,0,,
The Da Vinci Code sucked big time.,,0,,
"Anyway, thats why I love "" Brokeback Mountain.",,0,,
i like Mission Impossible...,,0,,
I love the theme song of mission impossible * *.,,0,,
"Always knows what I want, not guy crazy, hates Harry Potter..",,0,,
Da Vinci Code sucks be...,,0,,
"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start.",,0,,
"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '..",,0,,
i love being a sentry for mission impossible and a station for bonkers.,,0,,
"Harry Potter dragged Draco Malfoy ’ s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock...",,0,,
I am going to start reading the Harry Potter series again because that is one awesome story.,,0,,
brokeback mountain was beautiful.,,0,,
"Oh, and Brokeback Mountain was a terrible movie.",,0,,
Mission Impossible 3 was excellent.,,0,,
"I hate Harry Potter, that daniel wotshisface needs a fucking slap...",,0,,
"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah...",,0,,
Da Vinci Code sucks be...,,0,,
da vinci code was an awesome movie...,,0,,
friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!,,0,,
Da Vinci Code sucks be...,,0,,
Da Vinci Code sucked.,,0,,
"the story of Harry Potter is a deep and profound one, and I love Harry Potter.",,0,,
Mission Impossible III was AWESOME.,,0,,
The Da Vinci Code is an awesome book...,,0,,
Ok brokeback mountain is such a horrible movie.,,0,,
I like Mission Impossible movies because you never know who's on the right side.,,0,,
The Da Vinci Code was absolutely AWESOME!,,0,,
"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun.",,0,,
Brokeback mountain was beautiful...,,0,,
dudeee i LOVED brokeback mountain!!!!,,0,,
I hate Mission Impossible.,,0,,
"Is it just me, or does Harry Potter suck?...",,0,,
So Brokeback Mountain was really depressing.,,0,,
""" I hate Harry Potter.",,0,,
Brokeback Mountain was so awesome.,,0,,
What makes me love Harry Potter is the way it just grips you.,,0,,
I wanted desperately to love'The Da Vinci Code as a film.,,0,,
I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:,,0,,
"Always knows what I want, not guy crazy, hates Harry Potter..",,0,,
"I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy...",,0,,
I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:,,0,,
da vinci code was awesome..,,0,,
The Da Vinci Code was absolutely AWESOME!,,0,,
i LOVE brokeback mountain..,,0,,
Mission Impossible 3 was excellent.,,0,,
These Harry Potter movies really suck.,,0,,
", she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes..",,0,,
Brokeback Mountain is fucking horrible..,,0,,
"Oh, and Brokeback Mountain is a TERRIBLE movie...",,0,,
I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:,,0,,
Brokeback Mountain is fucking horrible..,,0,,
The Da Vinci Code is awesome!!,,0,,
My dad's being stupid about brokeback mountain...,,0,,
Friday-Harry Potter Feast = AMAZING!,,0,,
Brokeback Mountain is fucking horrible..,,0,,
"Harry Potter dragged Draco Malfoy ’ s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock...",,0,,
This quiz sucks and Harry Potter sucks ok bye..,,0,,
The Da Vinci Code is awesome..,,0,,
The Da Vinci Code was absolutely AWESOME!,,0,,
I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:,,0,,
Brokeback Mountain was beautiful..,,0,,
"I hate you Harry Potter, you fucking whiny little goth fuck...",,0,,
So Brokeback Mountain was really depressing.,,0,,
"Harry Potter dragged Draco Malfoy ’ s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock...",,0,,
"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah...",,0,,
I wanted desperately to love'The Da Vinci Code as a film.,,0,,
I love The Da Vinci Code...,,0,,
the people who are worth it know how much i love the da vinci code.,,0,,
I love Harry Potter.,,0,,
well DA VINCI CODE SUCKS!!,,0,,
I love The Da Vinci Code...,,0,,
I love Harry Potter..,,0,,
i love kirsten / leah / kate escapades and mission impossible tom as well...,,0,,
"by the way, the Da Vinci Code sucked, just letting you know...",,0,,
Da Vinci Code sucks.,,0,,
"Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies.",,0,,
friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!,,0,,
I hate Harry Potter...,,0,,
i love kirsten / leah / kate escapades and mission impossible tom as well...,,0,,
dudeee i LOVED brokeback mountain!!!!,,0,,
"Da Vinci Code = Up, Up, Down, Down, Left, Right, Left, Right, B, A, SUCK!",,0,,
"Harry Potter dragged Draco Malfoy ’ s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock...",,0,,
"by the way, the Da Vinci Code sucked, just letting you know...",,0,,
"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah...",,0,,
"Anyway, thats why I love "" Brokeback Mountain.",,0,,
holy crap i loved mission impossible 3..,,0,,
"The Da Vinci Code was awesome, I can't wait to read it...",,0,,
"I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy...",,0,,
I hate Harry Potter.,,0,,
I love Brokeback Mountain.,,0,,
"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah...",,0,,
"As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain.",,0,,
Brokeback Mountain is a beautiful movie...,,0,,
Harry Potter is AWESOME I don't care if anyone says differently!..,,0,,
Da Vinci Code sucks be...,,0,,
Brokeback Mountain was an AWESOME movie.,,0,,
Da Vinci Code is a friggin awesome book.,,0,,
Brokeback Mountain was depressing!,,0,,
"by the way, the Da Vinci Code sucked, just letting you know...",,0,,
the last stand and Mission Impossible 3 both were awesome movies.,,0,,
i heard da vinci code sucked soo much only 2.5 stars:,,0,,
These Harry Potter movies really suck.,,0,,
These Harry Potter movies really suck.,,0,,
"So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.",,0,,
I hate Harry Potter.,,0,,
i heard da vinci code sucked soo much only 2.5 stars:,,0,,
"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '..",,0,,
the last stand and Mission Impossible 3 both were awesome movies.,,0,,
The Da Vinci Code is an awesome book.,,0,,
"Oh, and Brokeback Mountain is a TERRIBLE movie...",,0,,
"Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen..",,0,,
Brokeback Mountain was boring.,,0,,
"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '..",,0,,
"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '..",,0,,
the people who are worth it know how much i love the da vinci code.,,0,,
"No, I'm just sick of him making crappy Mission Impossible sequels.",,0,,
Brokeback Mountain was an AWESOME movie.,,0,,
"I liked the first "" Mission Impossible.",,0,,
I hate Harry Potter..,,0,,
"I love Harry Potter, but right now I hate it ( me younger sis's watching it ).",,0,,
I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:,,0,,
dudeee i LOVED brokeback mountain!!!!,,0,,
I love Harry Potter.,,0,,
"Always knows what I want, not guy crazy, hates Harry Potter..",,0,,
mission impossible 2 rocks!!....,,0,,
Harry Potter was sucking his cock.,,0,,
"Actually, we talked about how Harry Potter sucked, and how the writer of My Immortal was either a college student working on a psychology thesis or a sad person with the IQ of a cucumber...",,0,,
Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.,,0,,
the last stand and Mission Impossible 3 both were awesome movies.,,0,,
"Reading this review, you may draw the conclusion that I hate "" The Da Vinci Code "", which isn't true.",,0,,
the last stand and Mission Impossible 3 both were awesome movies.,,0,,
"I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy...",,0,,
"Apparently, The Da Vinci Code sucks.",,0,,
Ok brokeback mountain is such a horrible movie.,,0,,
i love kirsten / leah / kate escapades and mission impossible tom as well...,,0,,
I love Harry Potter..,,0,,
we're gonna like watch Mission Impossible or Hoot.(,,0,,
Brokeback mountain was beautiful...,,0,,
", she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes..",,0,,
Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.,,0,,
the people who are worth it know how much i love the da vinci code.,,0,,
I love Brokeback Mountain....,,0,,
I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:,,0,,
The Da Vinci Code is awesome..,,0,,
"I, too, like Harry Potter..",,0,,
"I'm telling you, the Da Vinci Code is an AWESOME book!",,0,,
"As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain.",,0,,
Da Vinci Code sucks be...,,0,,
"Oh, and Brokeback Mountain is a TERRIBLE movie...",,0,,
Brokeback Mountain was an AWESOME movie.,,0,,
da vinci code was an awesome movie...,,0,,
I love Brokeback Mountain....,,0,,
I hate Harry Potter.,,0,,
I love Harry Potter..,,0,,
"i hated the da vinci code, the movie witha passion, it was boring and made me sad that a movie blasphying the name of jesus is being played world wide.",,0,,
I am going to start reading the Harry Potter series again because that is one awesome story.,,0,,
Ok brokeback mountain is such a horrible movie.,,0,,
i heard da vinci code sucked soo much only 2.5 stars:,,0,,
I love Harry Potter.,,0,,
"da vinci code sucked, IMO.",,0,,
I love Harry Potter.,,0,,
Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.,,0,,
These Harry Potter movies really suck.,,0,,
My dad's being stupid about brokeback mountain...,,0,,
I love Harry Potter..,,0,,
""" Mission Impossible 3 "" was awesome and if you didn't see it because of some problem you have with Tom Cruise then stop pretending as though you actually like moives.",,0,,
friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!,,0,,
I love Brokeback Mountain....,,0,,
Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.,,0,,
I hate Harry Potter..,,0,,
"Anyway, thats why I love "" Brokeback Mountain.",,0,,
"Is it just me, or does Harry Potter suck?...",,0,,
mission impossible 2 rocks!!....,,0,,
"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '..",,0,,
I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with.,,0,,
"The Da Vinci Code was awesome, I can't wait to read it...",,0,,
Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.,,0,,
I love Harry Potter.,,0,,
Love the Harry Potter series though I try not to talk about it too much..,,0,,
Brokeback Mountain is fucking horrible..,,0,,
I love Brokeback Mountain.,,0,,
"Now, I know what most of you are thinking: Harry Potter sucks.",,0,,
"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '..",,0,,
i love kirsten / leah / kate escapades and mission impossible tom as well...,,0,,
"Harry Potter dragged Draco Malfoy ’ s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock...",,0,,
The Da Vinci Code is awesome..,,0,,
"Anyway, thats why I love "" Brokeback Mountain.",,0,,
I love Harry Potter..,,0,,
Da Vinci Code sucks.,,0,,
I loved the first Mission Impossible.,,0,,
Love luv lubb the Da Vinci Code!,,0,,
Da Vinci Code kinda stinks!...,,0,,
"the story of Harry Potter is a deep and profound one, and I love Harry Potter.",,0,,
man i loved brokeback mountain!,,0,,
These Harry Potter movies really suck.,,0,,
"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '..",,0,,
I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:,,0,,
"I, too, like Harry Potter..",,0,,
So Brokeback Mountain was really depressing.,,0,,
man i loved brokeback mountain!,,0,,
"The Da Vinci Code was awesome, I can't wait to read it...",,0,,
The Da Vinci Code sucked big time.,,0,,
da vinci code was an awesome movie...,,0,,
"I hate the Da Vinci Code, but I may see the movie for Audrey Tautou...",,0,,
"Mission Impossible 2 was a horrible film that made me cringe whenever I think about it, so horrible it was that I lost respect for John Woo(",,0,,
brokeback mountain pretty much sucked..,,0,,
The Da Vinci Code is awesome!!,,0,,
Brokeback Mountain was so awesome.,,0,,
Brokeback Mountain was an AWESOME movie.,,0,,
I watched a pirated / illegally presented Brokeback Mountain with horrible Chinese subtitles.,,0,,
Da Vinci Code sucked..,,0,,
"I hate Harry Potter, that daniel wotshisface needs a fucking slap...",,0,,
I love Brokeback Mountain.,,0,,
Harry Potter can be quite an idiot sometimes.,,0,,
Mission Impossible 3 was excellent.,,0,,
Brokeback Mountain was an AWESOME movie.,,0,,
Brokeback Mountain was boring.,,0,,
The Da Vinci Code was absolutely AWESOME!,,0,,
man i loved brokeback mountain!,,0,,
we're gonna like watch Mission Impossible or Hoot.(,,0,,
da vinci code sucks...,,0,,
"* He deemed me cool because I like Gavin DeGraw, Harry Potter, The Beatles, and drawing..",,0,,
Brokeback mountain was beautiful...,,0,,
This quiz sucks and Harry Potter sucks ok bye..,,0,,
These Harry Potter movies really suck.,,0,,
"As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain.",,0,,
dudeee i LOVED brokeback mountain!!!!,,0,,
the people who are worth it know how much i love the da vinci code.,,0,,
"the story of Harry Potter is a deep and profound one, and I love Harry Potter.",,0,,
I love Harry Potter.,,0,,
I love Harry Potter..,,0,,
These Harry Potter movies really suck.,,0,,
"Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies.",,0,,
da vinci code was an awesome movie...,,0,,
I love Harry Potter and I love making friends.,,0,,
Thank u! omg I love Brokeback Mountain!,,0,,
The Da Vinci Code is awesome..,,0,,
Da Vinci Code sucks.,,0,,
So Brokeback Mountain was really depressing.,,0,,
I love Harry Potter.,,0,,
Mission Impossible 3 was excellent.,,0,,
I love Harry Potter.,,0,,
I am going to start reading the Harry Potter series again because that is one awesome story.,,0,,
"Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen..",,0,,
Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.,,0,,
I love Brokeback Mountain.,,0,,
Ok brokeback mountain is such a horrible movie.,,0,,
"Always knows what I want, not guy crazy, hates Harry Potter..",,0,,
  Man i hated the Da Vinci Code.,,0,,
My dad's being stupid about brokeback mountain...,,0,,
"the story of Harry Potter is a deep and profound one, and I love Harry Potter.",,0,,
I love The Da Vinci Code...,,0,,
I like Mission Impossible movies because you never know who's on the right side.,,0,,
These Harry Potter movies really suck.,,0,,
"Da Vinci Code was awesome, and sounds more probable to me than half the crap Fr.",,0,,
dudeee i LOVED brokeback mountain!!!!,,0,,
"I'm sorry I hate to read Harry Potter, but I love the movies!..",,0,,
"I loved the Da Vinci Code, but now I want something better and different!..",,0,,
The Da Vinci Code is awesome.,,0,,
"Mission Impossible kicked ass, Mission Impossible 2 did not.",,0,,
I love The Da Vinci Code...,,0,,
"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start.",,0,,
the last stand and Mission Impossible 3 both were awesome movies.,,0,,
I still love Brokeback Mountain and Queer eye.,,0,,
The Da Vinci Code was absolutely AWESOME!,,0,,
I'll let y'all know if The Da Vinci Code sucks or not...,,0,,
I love Harry Potter.,,0,,
"Thing is, I enjoyed The Da Vinci Code.",,0,,
I love Da Vinci Code.,,0,,
"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun.",,0,,
"The Da vinci code really is a awesome book, you also got the other two books by Dan Brown?..",,0,,
"Oh, and Brokeback Mountain was a terrible movie.",,0,,
I love Brokeback Mountain!,,0,,
i luv the book'da vinci code '....,,0,,
the people who are worth it know how much i love the da vinci code.,,0,,
"The Da Vinci Code was awesome, I can't wait to read it...",,0,,
dudeee i LOVED brokeback mountain!!!!,,0,,
I hate Harry Potter..,,0,,
My dad's being stupid about brokeback mountain...,,0,,
"Because of this project, I fucking hate the Da Vinci Code.",,0,,
friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!,,0,,
Brokeback Mountain was boring.,,0,,
"We saw Mission Impossible 3, which was rather awesome.",,0,,
"Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks.",,0,,
"Mission Impossible III, and it was awesome!",,0,,
"Harry Potter dragged Draco Malfoy ’ s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock...",,0,,
I love The Da Vinci Code...,,0,,
"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah...",,0,,
the people who are worth it know how much i love the da vinci code.,,0,,
I love intellectual Harry Potter debates..,,0,,
Mission Impossible III-Sucks big-time!..,,0,,
These Harry Potter movies really suck.,,0,,
"I hate Harry Potter, that daniel wotshisface needs a fucking slap...",,0,,
i heard da vinci code sucked soo much only 2.5 stars:,,0,,
"Da Vinci Code = Up, Up, Down, Down, Left, Right, Left, Right, B, A, SUCK!",,0,,
"Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen..",,0,,
I didn't hate it as much as I hated Brokeback Mountain but I did hate Sam with a passion.,,0,,
"Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies.",,0,,
"Oh, and Brokeback Mountain is a TERRIBLE movie...",,0,,
"Anyway, thats why I love "" Brokeback Mountain.",,0,,
"As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain.",,0,,
I hate Harry Potter..,,0,,
"As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain.",,0,,
The Da Vinci Code is awesome!!,,0,,
Harry Potter is evil...,,0,,
I hate Harry Potter.,,0,,
"Always knows what I want, not guy crazy, hates Harry Potter..",,0,,
Brokeback Mountain was boring.,,0,,
Mission Impossible 3 was excellent.,,0,,
"If only I had a machine that lets me see into the future, like Harry Potter �...",,0,,
friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!,,0,,
Da Vinci Code sucked..,,0,,
i would love to dart around with the mission impossible song.. [ Considered being a hooker? ]...,,0,,
The Da Vinci Code was absolutely AWESOME!,,0,,
"I hate Harry Potter, that daniel wotshisface needs a fucking slap...",,0,,
The Da Vinci Code sucked big time.,,0,,
"From the reviews that I've read, I hear that "" Brokeback Mountain "" is extremely depressing.",,0,,
Brokeback Mountain was boring.,,0,,
The Da Vinci Code is awesome..,,0,,
